Length,PreviousLength,InterArrivalTime,Type,Predict
1514,247,0.080591,Null,Null
727,247,0.080594,ServerHelloDone,ServerHelloDone
409,92,0.022205,Null,Null
713,92,0.023084,Null,Null
1514,92,0.610444,Null,Null
180,722,0.203607,ClientKeyExchange,ClientKeyExchange
180,722,0.203616,ClientKeyExchange,ClientKeyExchange
262,0,-1.0,ClientHello,ClientHello
262,0,-1.0,ClientHello,ClientHello
141,722,0.203864,Null,Null
141,722,0.203866,Null,Null
412,722,0.203892,Null,Null
1514,92,0.616782,Null,Null
312,412,0.005114,Finished,Finished
135,412,0.005114,Null,Null
92,412,0.005114,Null,Null
312,412,0.005115,Finished,Finished
262,0,-1.0,ClientHello,ClientHello
262,0,-1.0,ClientHello,ClientHello
135,412,0.005456,Null,Null
92,412,0.005457,Null,Null
1514,262,0.005726,Null,Null
92,92,0.000406999999996,Null,Null
92,92,0.000414999999997,Null,Null
96,92,0.000115999999998,Null,Null
269,92,0.000115999999998,Null,Null
1514,262,0.00631600000001,Null,Null
547,262,0.00665,ServerHelloDone,Null
547,262,0.006922,ServerHelloDone,Null
1514,92,0.621536,Null,Null
255,0,-1.0,ClientHello,ClientHello
255,0,-1.0,ClientHello,ClientHello
1514,262,0.006404,Null,Null
1514,262,0.006692,Null,Null
108,262,0.00669300000001,ServerHelloDone,ServerHelloDone
1514,262,0.00669300000001,Null,Null
1514,262,0.006957,Null,Null
108,262,0.006957,ServerHelloDone,ServerHelloDone
1514,255,0.005139,Null,Null
1015,255,0.005598,ServerHelloDone,ServerHelloDone
1514,255,0.005817,Null,Null
1015,255,0.006258,ServerHelloDone,ServerHelloDone
1514,92,0.629059,Null,Null
1514,92,0.636646,Null,Null
1514,92,0.643259,Null,Null
1514,92,0.650602,Null,Null
1514,92,0.657219,Null,Null
1514,92,0.663822,Null,Null
1514,92,0.669463,Null,Null
1514,92,0.677174,Null,Null
147,563,0.517608,ClientKeyExchange,Null
147,972,0.584085,ClientKeyExchange,Null
141,563,0.517795,Null,Null
141,972,0.584156,Null,Null
495,563,0.517815,Null,Null
461,972,0.584202,Null,Null
147,563,0.520611,ClientKeyExchange,Null
141,563,0.520828,Null,Null
147,972,0.587268,ClientKeyExchange,Null
141,972,0.587371,Null,Null
338,141,3.39999999994e-05,Finished,Finished
123,141,3.5000000004e-05,Null,Null
338,141,0.000228,Finished,Finished
123,141,0.000228999999997,Null,Null
92,141,0.000551999999999,Null,Null
92,141,0.000700999999999,Null,Null
92,92,0.000405000000001,Null,Null
92,92,0.000134000000003,Null,Null
426,92,0.000391,Null,Null
455,92,0.000393000000003,Null,Null
92,92,0.000393000000003,Null,Null
100,92,0.000393000000003,Null,Null
100,455,0.000315000000001,Null,Finished
338,100,0.002529,Finished,Finished
338,92,0.003168,Finished,Finished
123,100,0.00253,Null,Null
92,100,0.00253,Null,Null
123,92,0.003169,Null,Null
92,92,0.003574,Null,Null
92,123,0.000955999999995,Null,Null
92,92,0.000664,Null,Null
442,92,0.003056,Null,Null
722,92,0.003058,Null,Null
100,92,0.003058,Null,Null
100,722,0.000465000000005,Null,Null
218,0,-1.0,Null,Null
147,562,0.178942,ClientKeyExchange,Null
147,562,0.179052,ClientKeyExchange,Null
141,562,0.179171,Null,Null
141,562,0.179188,Null,Null
592,562,0.17932,Null,Null
341,562,0.179351,Null,Null
341,562,0.179372,Null,Null
342,562,0.179396,Null,Null
320,562,0.17942,Null,Null
330,562,0.179442,Null,Finished
338,330,0.002255,Finished,Null
338,330,0.002255,Finished,Null
123,330,0.002255,Null,Null
123,330,0.002255,Null,Null
92,330,0.002255,Null,Null
92,330,0.002256,Null,Null
92,92,0.000583999999996,Null,Null
92,92,0.000695999999998,Null,Null
1514,92,0.744222,Null,Null
147,92,0.002469,ClientKeyExchange,Null
141,92,0.002624,Null,Null
338,141,0.002522,Finished,Finished
123,141,0.002523,Null,Null
92,141,0.002523,Null,Null
92,123,0.000563,Null,Null
147,123,0.002905,ClientKeyExchange,Null
141,123,0.003067,Null,Null
338,141,0.002671,Finished,Finished
123,141,0.002672,Null,Null
92,141,0.002672,Null,Null
92,123,0.000675000000001,Null,Null
147,123,0.002164,ClientKeyExchange,Null
141,123,0.002349,Null,Null
1514,92,0.755797,Null,Null
338,141,0.002767,Finished,Finished
449,218,0.031846,Null,Null
123,141,0.002768,Null,Null
92,218,0.031847,Null,Null
92,141,0.002768,Null,Null
100,218,0.031847,Null,Null
147,123,0.000315999999998,ClientKeyExchange,Null
100,92,0.000480000000003,Null,Null
141,123,0.000481999999998,Null,Null
92,123,0.000622,Null,Null
338,92,0.002769,Finished,Finished
123,92,0.002769,Null,Null
92,92,0.002769,Null,Null
92,338,0.000692000000001,Null,Null
430,0,-1.0,Null,Null
1514,92,0.765993,Null,Null
797,92,0.006057,Null,Null
92,92,0.006416,Null,Null
100,92,0.00716,Null,Null
100,100,0.000255000000003,Null,Null
376,92,0.015632,Null,Null
1514,92,0.775823,Null,Null
180,1213,0.630298,ClientKeyExchange,Null
180,1213,0.630313,ClientKeyExchange,Null
408,1213,0.630566,Null,Null
296,408,0.003566,Finished,Null
296,408,0.00426599999999,Finished,Null
465,408,0.004727,Null,Null
372,100,0.014464,Null,Null
379,100,0.014464,Null,Null
92,100,0.014464,Null,Null
100,100,0.014769,Null,Null
92,100,0.014771,Null,Null
100,92,0.000287,Null,Null
304,430,0.022524,Null,Finished
134,430,0.022525,Null,Null
92,430,0.022525,Null,Null
100,430,0.022526,Null,Null
100,100,0.000478000000001,Null,Null
1514,92,0.789294,Null,Null
343,92,0.033285,Null,Finished
349,92,0.033508,Null,Null
379,100,0.009448,Null,Null
92,100,0.009448,Null,Null
100,100,0.009449,Null,Null
100,100,0.000864,Null,Null
444,349,0.00605400000001,Null,Null
795,349,0.00605400000001,Null,Null
100,349,0.006056,Null,Null
100,100,0.000471000000005,Null,Null
180,1514,0.199938,ClientKeyExchange,ClientKeyExchange
180,1514,0.200025,ClientKeyExchange,ClientKeyExchange
141,1514,0.200047,Null,Null
141,1514,0.200062,Null,Null
436,1514,0.200084,Null,Null
349,100,0.00243500000001,Null,Null
180,727,0.200485,ClientKeyExchange,ClientKeyExchange
180,727,0.200554,ClientKeyExchange,ClientKeyExchange
141,727,0.200561,Null,Null
141,727,0.200649,Null,Null
357,727,0.200651,Null,Finished
361,100,0.01686,Null,Null
357,100,0.013125,Null,Null
379,100,0.013126,Null,Null
92,100,0.013127,Null,Null
100,100,0.013127,Null,Null
100,92,0.000337000000002,Null,Null
92,100,0.000664999999998,Null,Null
328,100,0.014908,Null,Finished
349,100,0.015145,Null,Null
180,547,0.197797,ClientKeyExchange,Null
180,547,0.197864,ClientKeyExchange,Null
1054,547,0.197917,Null,Null
105,1054,0.002822,Finished,Null
105,1054,0.003086,Finished,Null
167,361,0.018098,Null,Finished
257,361,0.018099,Null,ClientHello
237,361,0.018099,Null,Null
100,361,0.018101,Null,Null
100,100,0.000343999999998,Null,Null
392,349,0.010303,Null,Null
794,349,0.010542,Null,Null
100,349,0.010542,Null,Null
100,794,0.000389999999996,Null,Null
745,100,0.000353000000004,Null,Null
92,100,0.000354999999999,Null,Null
180,1514,0.199947,ClientKeyExchange,ClientKeyExchange
180,1514,0.199994,ClientKeyExchange,ClientKeyExchange
141,1514,0.200006,Null,Null
141,1514,0.200082,Null,Null
746,1514,0.200113,Null,Null
388,100,0.00428700000001,Null,Null
757,100,0.004288,Null,Null
92,100,0.004289,Null,Null
105,746,0.005139,Finished,Null
104,746,0.00514,Null,Null
105,746,0.005141,Null,Null
105,746,0.005141,Finished,Null
147,1015,0.201155,ClientKeyExchange,Null
147,1015,0.201212,ClientKeyExchange,Null
104,746,0.005466,Null,Null
105,746,0.005467,Null,Null
141,1015,0.201354,Null,Null
141,1015,0.201401,Null,Null
307,1015,0.201439,Null,Null
172,1015,0.201458,Null,Null
92,105,0.000329999999998,Null,Null
361,100,0.00865899999999,Null,Null
354,100,0.008717,Null,Null
92,105,0.000499999999995,Null,Null
1130,1054,0.015273,Null,Null
105,172,0.00244,Finished,Finished
123,172,0.00244,Null,Null
105,172,0.002692,Finished,Finished
123,172,0.002692,Null,Null
92,105,0.000259999999997,Null,Null
92,105,0.000503999999999,Null,Null
92,92,0.001531,Null,Null
92,92,0.001532,Null,Null
375,100,0.013422,Null,Null
370,100,0.015026,Null,Null
727,100,0.015294,Null,Null
92,100,0.015295,Null,Null
100,100,0.015575,Null,Null
100,100,0.000214000000007,Null,Null
388,100,0.00560599999999,Null,Null
757,100,0.005889,Null,Null
92,100,0.00588999999999,Null,Null
404,100,0.023472,Null,Null
105,404,0.002725,Null,Null
252,404,0.002725,Null,Null
125,404,0.003377,Null,Finished
100,404,0.003378,Null,Null
100,100,0.000360999999998,Null,Null
105,100,0.001233,Null,Null
290,100,0.001797,Null,ClientHello
282,100,0.001797,Null,ClientHello
361,290,0.000588999999998,Null,Null
105,361,0.004033,Null,Null
283,361,0.004907,Null,Null
270,361,0.004907,Null,ClientHello
264,0,-1.0,ClientHello,ClientHello
264,0,-1.0,ClientHello,ClientHello
1514,264,0.002946,Null,Null
1514,264,0.003784,Null,Null
105,361,0.010633,Null,Null
368,361,0.010633,Null,Null
210,361,0.010852,Null,Null
100,361,0.010852,Null,Null
547,264,0.004694,ServerHelloDone,Null
100,210,0.000287,Null,Finished
547,264,0.00605,ServerHelloDone,Null
265,92,0.033338,Null,Null
1514,92,0.034485,Null,Null
803,92,0.034485,Null,Null
1505,92,0.035846,Null,Null
92,92,0.035847,Null,Null
296,436,0.073002,Finished,Null
296,436,0.073004,Finished,Null
98,436,0.073005,Null,Null
98,436,0.073559,Null,Null
92,436,0.07356,Null,Null
92,436,0.07356,Null,Null
92,92,0.000171000000002,Null,Null
92,92,0.000233000000001,Null,Null
280,357,0.077461,Finished,Null
98,357,0.077462,Null,Null
92,357,0.077931,Null,Null
105,100,0.018843,Null,Null
331,100,0.018843,Null,Finished
92,92,0.000228,Null,Null
94,100,0.019123,Null,Null
100,100,0.019378,Null,Null
280,92,0.000306999999999,Finished,Null
98,92,0.000307999999997,Null,Null
92,92,0.000307999999997,Null,Null
100,100,0.000230999999999,Null,Null
92,98,0.000750000000004,Null,Null
291,92,0.01467,Null,Finished
582,92,0.075349,Null,Null
112,92,0.076232,Null,Finished
259,0,-1.0,ClientHello,ClientHello
259,0,-1.0,ClientHello,ClientHello
1514,259,0.004809,Null,Null
1514,259,0.004811,Null,Null
819,259,0.005106,ServerHelloDone,ServerHelloDone
1514,259,0.00537,Null,Null
1514,259,0.005643,Null,Null
820,259,0.005644,ServerHelloDone,ServerHelloDone
177,291,0.070039,Null,Null
1514,92,0.987519,Null,Null
1514,92,0.996728,Null,Null
1514,92,1.007751,Null,Null
277,0,-1.0,ClientHello,ClientHello
277,0,-1.0,ClientHello,ClientHello
1514,92,1.016841,Null,Null
1514,92,1.02768,Null,Null
1514,92,1.03849,Null,Null
452,92,0.172156,Null,Null
1514,92,1.047832,Null,Null
446,92,0.166876,Null,Null
1514,92,1.058363,Null,Null
180,547,0.195249,ClientKeyExchange,Null
180,547,0.195468,ClientKeyExchange,Null
965,547,0.195482,Null,Null
105,965,0.005205,Finished,Null
105,965,0.005206,Finished,Null
412,965,0.007555,Null,Null
1514,92,1.069225,Null,Null
1514,92,1.078568,Null,Null
1514,92,1.089197,Null,Null
1514,92,1.098536,Null,Null
1514,92,1.109249,Null,Null
1514,92,1.12022,Null,Null
1514,92,1.129533,Null,Null
180,820,0.202201,ClientKeyExchange,ClientKeyExchange
180,820,0.202251,ClientKeyExchange,ClientKeyExchange
711,820,0.202364,Null,Null
312,711,0.004987,Finished,Finished
312,711,0.004987,Finished,Finished
1093,711,0.005561,Null,Null
728,112,0.239951,Null,Null
1514,92,1.165942,Null,Null
1514,92,1.165942,Null,Null
1514,92,1.177442,Null,Null
139,0,-1.0,Null,Null
97,0,-1.0,Null,Null
1514,92,1.187097,Null,Null
324,1514,0.720213,Null,Null
354,1514,0.720315,Null,Null
92,1514,0.720491,Null,Null
1514,92,1.196059,Null,Null
1514,92,1.206864,Null,Null
1514,92,1.208683,Null,Null
96,92,0.016061,Null,Null
1514,92,1.217924,Null,Null
1514,92,1.228948,Null,Null
1514,92,1.238074,Null,Null
224,728,0.095449,Null,Null
112,728,0.095449,Null,Null
1514,92,1.249218,Null,Null
1514,92,1.260056,Null,Null
1514,92,1.26916,Null,Null
1514,92,1.279991,Null,Null
146,277,0.269568,Null,Null
1486,277,0.270142,Null,Null
1330,277,0.270359,Null,Null
392,277,0.270964,Null,Null
63,277,0.270965,ServerHelloDone,Null
146,277,0.273257,Null,Null
1486,277,0.273257,Null,Null
1330,277,0.273258,Null,Null
392,277,0.273617,Null,Null
63,277,0.273618,ServerHelloDone,Null
1514,92,1.290874,Null,Null
1514,92,1.300019,Null,Null
96,1514,0.000273,Null,Null
1514,96,0.01032,Null,Null
1514,96,0.019491,Null,Null
1514,96,0.052997,Null,Null
1514,96,0.062835,Null,Null
96,1514,0.000361000000005,Null,Null
1514,96,0.001327,Null,Null
1514,96,0.01078,Null,Null
1514,96,0.019748,Null,Null
1514,96,0.030898,Null,Null
1514,96,0.04025,Null,Null
1514,92,0.216688,Null,Null
257,92,0.216688,Null,Null
1514,96,0.051023,Null,Null
1514,96,0.060979,Null,Null
1514,96,0.073366,Null,Null
1514,96,0.084016,Null,Null
1514,96,0.093264,Null,Null
1514,96,0.103743,Null,Null
1514,96,0.113289,Null,Null
1514,96,0.122458,Null,Null
1514,96,0.133026,Null,Null
1514,96,0.143637,Null,Null
1514,96,0.177491,Null,Null
1514,96,0.188664,Null,Null
401,277,0.539893,ServerHelloDone,Null
1514,96,0.198456,Null,Null
401,277,0.549401,ServerHelloDone,Null
1514,96,0.208634,Null,Null
1514,96,0.218406,Null,Null
1514,96,0.228886,Null,Null
1514,96,0.239836,Null,Null
1514,96,0.248234,Null,Null
1514,96,0.261147,Null,Null
1514,96,0.271943,Null,Null
1514,96,0.280684,Null,Null
1514,96,0.291025,Null,Null
1514,96,0.300497,Null,Null
1514,96,0.311002,Null,Null
1514,96,0.321411,Null,Null
180,401,0.129319,ClientKeyExchange,ClientKeyExchange
180,401,0.129379,ClientKeyExchange,ClientKeyExchange
1514,96,0.330166,Null,Null
1514,96,0.36562,Null,Null
1514,96,0.365852,Null,Null
1514,96,0.376069,Null,Null
1514,96,0.385682,Null,Null
1514,96,0.396176,Null,Null
1514,96,0.405464,Null,Null
1514,96,0.40734,Null,Null
1514,96,0.416487,Null,Null
1514,96,0.427025,Null,Null
1514,96,0.435814,Null,Null
1514,96,0.448492,Null,Null
1514,96,0.459443,Null,Null
1514,96,0.468184,Null,Null
1514,96,0.478862,Null,Null
1514,96,0.489591,Null,Null
1514,96,0.498371,Null,Null
1514,96,0.509018,Null,Null
1514,96,0.519993,Null,Null
277,96,1.288176,Null,Null
96,277,0.002633,Null,Null
227,277,0.003354,Null,ServerHelloDone
1514,96,0.55297,Null,Null
1514,96,0.56412,Null,Null
1514,96,0.573327,Null,Null
1514,96,0.583486,Null,Null
1514,96,0.594494,Null,Null
60,180,0.269522,Finished,Finished
99,180,0.269523,Null,Null
554,99,0.000816999999998,Null,Null
1514,96,0.60368,Null,Null
60,554,0.005667,Finished,Null
99,554,0.005943,Null,Null
1514,96,0.614188,Null,Null
1514,96,0.622912,Null,Null
1514,96,0.635887,Null,Null
1514,96,0.64672,Null,Null
1514,96,0.655774,Null,Null
1514,96,0.666519,Null,Null
1514,96,0.675479,Null,Null
1514,96,0.684021,Null,Null
96,1514,0.00047,Null,Null
1514,96,0.011712,Null,Null
1514,96,0.04443,Null,Null
1514,96,0.055993,Null,Null
1514,96,0.065247,Null,Null
1514,96,0.076007,Null,Null
1514,96,0.086678,Null,Null
1514,96,0.097662,Null,Null
1514,96,0.106567,Null,Null
1514,96,0.118208,Null,Null
1514,96,0.132698,Null,Null
1514,96,0.143904,Null,Null
1514,96,0.153656,Null,Null
1514,96,0.159988,Null,Null
1514,96,0.169213,Null,Null
1514,96,0.179648,Null,Null
1514,96,0.188663,Null,Null
1514,96,0.198801,Null,Null
439,554,0.286356,Null,Null
456,554,0.286356,Null,Null
1514,96,0.233108,Null,Null
1514,96,0.243905,Null,Null
1514,96,0.254956,Null,Null
1514,96,0.263216,Null,Null
1514,96,0.27437,Null,Null
1514,96,0.283359,Null,Null
1514,96,0.293995,Null,Null
242,0,-1.0,ClientHello,ClientHello
1514,96,0.305504,Null,Null
1514,96,0.320976,Null,Null
1514,96,0.331337,Null,Null
96,1514,0.009716,Null,Null
1514,242,0.077173,Null,Null
260,0,-1.0,ClientHello,ClientHello
260,0,-1.0,ClientHello,ClientHello
112,242,0.151398,ServerHelloDone,Null
1514,96,0.191023,Null,Null
260,0,-1.0,ClientHello,ClientHello
1514,96,0.20395,Null,Null
260,0,-1.0,ClientHello,ClientHello
1514,96,0.218516,Null,Null
1514,96,0.234315,Null,Null
1514,96,0.246184,Null,Null
1514,96,0.261223,Null,Null
1514,96,0.275934,Null,Null
1514,96,0.288622,Null,Null
1514,96,0.303773,Null,Null
268,112,0.202952,ClientKeyExchange,Null
1514,96,0.318295,Null,Null
1514,260,0.218216,Null,Null
1514,260,0.218482,Null,Null
1514,260,0.218484,Null,Null
146,260,0.218485,ServerHelloDone,ServerHelloDone
1514,96,0.331257,Null,Null
1514,260,0.240909,Null,Null
1514,260,0.240911,Null,Null
1514,260,0.241349,Null,Null
146,260,0.241349,ServerHelloDone,ServerHelloDone
1514,96,0.372075,Null,Null
1514,96,0.387198,Null,Null
161,268,0.079614,Finished,Finished
395,161,0.000730000000004,Null,Null
939,161,0.000748000000002,Null,Null
1514,96,0.402234,Null,Null
1514,96,0.417527,Null,Null
1514,96,0.430669,Null,Null
1514,96,0.442895,Null,Null
1514,96,0.460582,Null,Null
1514,96,0.473187,Null,Null
1514,939,0.080579,Null,Null
487,939,0.080579,Null,Null
1514,96,0.490402,Null,Null
1514,96,0.500831,Null,Null
1514,96,0.515907,Null,Null
1514,260,0.315978,Null,Null
1514,260,0.316266,Null,Null
1514,260,0.316268,Null,Null
146,260,0.316269,ServerHelloDone,ServerHelloDone
1514,96,0.531043,Null,Null
180,1514,0.177582,ClientKeyExchange,ClientKeyExchange
431,1514,0.177751,Null,Null
1514,260,0.331432,Null,Null
1514,260,0.331433,Null,Null
1514,260,0.331681,Null,Null
146,260,0.331681,ServerHelloDone,ServerHelloDone
180,1514,0.198253,ClientKeyExchange,ClientKeyExchange
1514,96,0.56211,Null,Null
1514,96,0.577317,Null,Null
1514,96,0.592532,Null,Null
1514,96,0.605338,Null,Null
1514,96,0.617812,Null,Null
1514,96,0.632271,Null,Null
1514,96,0.647465,Null,Null
1514,96,0.661559,Null,Null
1514,96,0.677783,Null,Null
1514,96,0.692369,Null,Null
1514,96,0.704432,Null,Null
1514,96,0.718929,Null,Null
180,1514,0.182993,ClientKeyExchange,ClientKeyExchange
431,1514,0.183206,Null,Null
180,1514,0.198012,ClientKeyExchange,ClientKeyExchange
1514,96,0.745046,Null,Null
312,180,0.205851,Finished,Finished
315,180,0.207337,Null,Null
1514,96,0.762821,Null,Null
96,1514,0.000349999999997,Null,Null
1514,96,0.01243,Null,Null
1514,96,0.025758,Null,Null
312,180,0.238811,Finished,Finished
1514,96,0.03971,Null,Null
1514,96,0.054761,Null,Null
1514,96,0.066704,Null,Null
1514,96,0.081777,Null,Null
274,1514,0.373777,ClientHello,Null
274,1514,0.381553,ClientHello,Null
1514,96,0.097524,Null,Null
1514,96,0.114065,Null,Null
1514,96,0.1258,Null,Null
1514,96,0.140022,Null,Null
1514,96,0.164897,Null,Null
1514,274,0.069258,Null,Null
1514,274,0.077419,Null,Null
1514,96,0.179493,Null,Null
1514,96,0.193292,Null,Null
1514,96,0.207241,Null,Null
1514,96,0.2206,Null,Null
1514,96,0.235197,Null,Null
112,274,0.14394,ServerHelloDone,Null
268,112,0.004575,ClientKeyExchange,Null
1514,96,0.246835,Null,Null
112,268,0.003335,ServerHelloDone,ServerHelloDone
268,112,0.005059,ClientKeyExchange,Null
1514,96,0.259934,Null,Null
1514,96,0.275181,Null,Null
312,180,0.30389,Finished,Finished
315,180,0.306219,Null,Null
1514,96,0.290231,Null,Null
312,180,0.327596,Finished,Finished
1514,96,0.306451,Null,Null
1514,96,0.318161,Null,Null
161,268,0.068731,Finished,Finished
1035,161,0.000578999999995,Null,Null
1514,96,0.329735,Null,Null
1514,96,0.331796,Null,Null
161,1035,0.010028,Finished,Null
1035,161,0.000651999999995,Null,Null
1514,96,0.357767,Null,Null
96,1514,0.00027,Null,Null
274,161,0.034094,ClientHello,Null
1514,96,0.012246,Null,Null
1514,96,0.025208,Null,Null
1514,96,0.039193,Null,Null
1514,96,0.041495,Null,Null
939,274,0.038,Null,Null
1514,96,0.053038,Null,Null
939,274,0.048293,Null,Null
1514,96,0.067429,Null,Null
1514,96,0.07923,Null,Null
1514,274,0.078157,Null,Null
1514,96,0.092398,Null,Null
1514,96,0.108299,Null,Null
1514,96,0.122174,Null,Null
1514,96,0.136296,Null,Null
274,1514,0.050261,ClientHello,Null
1514,96,0.152148,Null,Null
112,274,0.024431,ServerHelloDone,Null
268,112,0.003905,ClientKeyExchange,Null
1514,96,0.171448,Null,Null
1514,96,0.187685,Null,Null
1514,96,0.199389,Null,Null
1514,268,0.048289,Null,Null
1514,96,0.215438,Null,Null
1514,96,0.229242,Null,Null
1514,96,0.241005,Null,Null
161,268,0.078355,Finished,Finished
1035,161,0.000726999999998,Null,Null
1514,96,0.255722,Null,Null
1514,96,0.26888,Null,Null
1514,96,0.280167,Null,Null
112,1035,0.043401,ServerHelloDone,Null
268,112,0.00481,ClientKeyExchange,Null
1514,96,0.293906,Null,Null
1514,96,0.310119,Null,Null
1514,96,0.32416,Null,Null
939,268,0.034713,Null,ServerHelloDone
1514,96,0.337919,Null,Null
1514,96,0.358852,Null,Null
161,268,0.07898,Finished,Finished
1083,161,0.000849000000002,Null,Null
1514,96,0.373231,Null,Null
1514,96,0.386792,Null,Null
1514,96,0.400916,Null,Null
1514,96,0.414645,Null,Null
1514,96,0.426339,Null,Null
1514,96,0.44113,Null,Null
1514,96,0.45265,Null,Null
763,1083,0.0806,Null,Null
1514,96,0.465732,Null,Null
1514,96,0.479254,Null,Null
1514,96,0.49588,Null,Null
1514,96,0.507789,Null,Null
1514,96,0.52192,Null,Null
1514,96,0.542704,Null,Null
1514,96,0.559195,Null,Null
1514,96,0.569699,Null,Null
1514,96,0.582725,Null,Null
96,1514,0.000465000000005,Null,Null
1514,96,0.015376,Null,Null
1514,96,0.015377,Null,Null
1514,96,0.028458,Null,Null
1514,96,0.041137,Null,Null
1514,96,0.054388,Null,Null
1514,96,0.067315,Null,Null
1514,96,0.07857,Null,Null
1514,96,0.092029,Null,Null
107,0,-1.0,Null,Null
354,0,-1.0,Null,Null
92,0,-1.0,Null,Null
1514,96,0.107325,Null,Null
1514,96,0.121821,Null,Null
1514,96,0.135121,Null,Null
1514,96,0.153544,Null,Null
1514,96,0.169191,Null,Null
1514,96,0.182964,Null,Null
1514,96,0.195438,Null,Null
1514,96,0.209765,Null,Null
1514,96,0.222396,Null,Null
1514,96,0.235796,Null,Null
1514,96,0.248847,Null,Null
1514,96,0.260049,Null,Null
1514,96,0.271578,Null,Null
1514,96,0.288223,Null,Null
1514,96,0.300618,Null,Null
1514,96,0.314506,Null,Null
1514,92,0.229797,Null,Null
257,92,0.229798,Null,Null
1514,96,0.334972,Null,Null
1514,96,0.350352,Null,Null
1514,96,0.362333,Null,Null
1514,96,0.376282,Null,Null
1514,96,0.389119,Null,Null
1514,96,0.401897,Null,Null
1514,96,0.414649,Null,Null
1514,96,0.428285,Null,Null
1514,96,0.440758,Null,Null
1514,96,0.451893,Null,Null
1514,96,0.463821,Null,Null
1514,96,0.4787,Null,Null
96,1514,0.000352999999997,Null,Null
1514,96,0.014273,Null,Null
1514,96,0.027233,Null,Null
1514,96,0.046516,Null,Null
1514,96,0.061849,Null,Null
1514,96,0.075859,Null,Null
1514,96,0.087533,Null,Null
1514,96,0.101997,Null,Null
1514,96,0.114964,Null,Null
1514,96,0.127676,Null,Null
1514,96,0.141054,Null,Null
1514,96,0.152024,Null,Null
1514,96,0.162216,Null,Null
1514,96,0.176135,Null,Null
1514,96,0.189971,Null,Null
1514,96,0.199631,Null,Null
1514,96,0.210613,Null,Null
1514,96,0.231798,Null,Null
1514,96,0.247673,Null,Null
1514,96,0.259974,Null,Null
1514,96,0.273951,Null,Null
1514,96,0.287452,Null,Null
1514,96,0.302267,Null,Null
1514,96,0.314583,Null,Null
1514,96,0.32502,Null,Null
1514,96,0.337522,Null,Null
1514,96,0.350106,Null,Null
1514,96,0.360579,Null,Null
1514,96,0.375392,Null,Null
1514,96,0.387531,Null,Null
96,1514,0.000382000000002,Null,Null
1514,96,0.020677,Null,Null
1514,96,0.036561,Null,Null
1514,96,0.047903,Null,Null
1514,96,0.059911,Null,Null
1514,96,0.076947,Null,Null
1514,96,0.089268,Null,Null
1514,96,0.108293,Null,Null
1514,96,0.118829,Null,Null
1514,96,0.131409,Null,Null
1514,96,0.144031,Null,Null
1514,96,0.154348,Null,Null
1514,96,0.166608,Null,Null
1514,96,0.178942,Null,Null
1514,96,0.189631,Null,Null
1514,96,0.207781,Null,Null
96,1514,0.000554000000001,Null,Null
1514,96,0.017738,Null,Null
1514,96,0.028234,Null,Null
1514,96,0.041693,Null,Null
1514,96,0.054745,Null,Null
1514,96,0.071227,Null,Null
1514,96,0.087504,Null,Null
1514,96,0.100735,Null,Null
1514,96,0.11067,Null,Null
1514,96,0.125687,Null,Null
1514,96,0.13622,Null,Null
1514,96,0.148835,Null,Null
1514,96,0.159607,Null,Null
1514,96,0.172269,Null,Null
1514,96,0.187427,Null,Null
1514,96,0.203199,Null,Null
1514,96,0.215666,Null,Null
1514,96,0.229135,Null,Null
1514,96,0.242065,Null,Null
1514,96,0.25848,Null,Null
1514,96,0.275352,Null,Null
1514,96,0.2922,Null,Null
1514,96,0.305039,Null,Null
1514,96,0.316656,Null,Null
1514,96,0.32383,Null,Null
1514,96,0.336434,Null,Null
1514,96,0.34704,Null,Null
1514,96,0.359664,Null,Null
1514,96,0.375381,Null,Null
1514,96,0.390921,Null,Null
1514,96,0.403754,Null,Null
1514,96,0.414666,Null,Null
1514,96,0.429725,Null,Null
1514,96,0.445978,Null,Null
1514,96,0.463613,Null,Null
1514,96,0.480098,Null,Null
1514,96,0.493777,Null,Null
1514,96,0.502088,Null,Null
1514,96,0.506352,Null,Null
1514,96,0.519848,Null,Null
1514,96,0.693192,Null,Null
1514,96,0.712431,Null,Null
139,0,-1.0,Null,Null
139,0,-1.0,Null,Null
1514,96,0.726321,Null,Null
1514,96,0.74009,Null,Null
1514,96,0.756749,Null,Null
1514,96,0.773554,Null,Null
1514,96,0.787099,Null,Null
1514,96,0.803498,Null,Null
1514,96,0.817496,Null,Null
1514,96,0.833959,Null,Null
1514,96,0.875899,Null,Null
96,1514,0.000394,Null,Null
1514,96,0.013355,Null,Null
1514,96,0.032403,Null,Null
1514,96,0.032655,Null,Null
1514,96,0.049327,Null,Null
1514,96,0.063243,Null,Null
1514,96,0.077167,Null,Null
1514,96,0.093803,Null,Null
1514,96,0.096643,Null,Null
1514,96,0.110686,Null,Null
1514,96,0.127161,Null,Null
1514,96,0.140964,Null,Null
1514,96,0.157491,Null,Null
1514,96,0.191501,Null,Null
1514,96,0.207475,Null,Null
1514,96,0.22421,Null,Null
1514,96,0.240372,Null,Null
1514,96,0.253971,Null,Null
96,1514,0.000468999999995,Null,Null
1514,96,0.016056,Null,Null
1514,96,0.029335,Null,Null
1514,96,0.045355,Null,Null
1514,96,0.061982,Null,Null
